Hospital Name,City,District,State,Country,Date,Patients,Beds,Deaths,Cancer,Tuberculosis,Accidents,Pneumonia,Covid
Malta,,,,MLT,26-03-2020,10,,,,,,,
Malta,,,,MLT,27-03-2020,11,,,,,,,
Malta,,,,MLT,28-03-2020,10,,,,,,,
Malta,,,,MLT,29-03-2020,8,,,,,,,
Malta,,,,MLT,30-03-2020,6,,,,,,,
Malta,,,,MLT,31-03-2020,9,,,,,,,
Malta,,,,MLT,01-04-2020,9,,,,,,,
Malta,,,,MLT,02-04-2020,8,,,,,,,
Malta,,,,MLT,03-04-2020,9,,,,,,,
Malta,,,,MLT,04-04-2020,9,,,,,,,
Malta,,,,MLT,05-04-2020,8,,,,,,,
Malta,,,,MLT,06-04-2020,5,,,,,,,
Malta,,,,MLT,07-04-2020,9,,,,,,,
Malta,,,,MLT,08-04-2020,9,,,,,,,
Malta,,,,MLT,09-04-2020,8,,,,,,,
Malta,,,,MLT,10-04-2020,7,,,,,,,
Malta,,,,MLT,11-04-2020,8,,,,,,,
Malta,,,,MLT,12-04-2020,7,,,,,,,
Malta,,,,MLT,13-04-2020,8,,,,,,,
Malta,,,,MLT,14-04-2020,9,,,,,,,
Malta,,,,MLT,15-04-2020,8,,,,,,,
Malta,,,,MLT,16-04-2020,5,,,,,,,
Malta,,,,MLT,17-04-2020,5,,,,,,,
Malta,,,,MLT,18-04-2020,5,,,,,,,
Malta,,,,MLT,19-04-2020,4,,,,,,,
Malta,,,,MLT,20-04-2020,4,,,,,,,
Malta,,,,MLT,21-04-2020,6,,,,,,,
Malta,,,,MLT,22-04-2020,6,,,,,,,
Malta,,,,MLT,23-04-2020,7,,,,,,,
Malta,,,,MLT,24-04-2020,7,,,,,,,
Malta,,,,MLT,25-04-2020,6,,,,,,,
Malta,,,,MLT,26-04-2020,6,,,,,,,
Malta,,,,MLT,27-04-2020,7,,,,,,,
Malta,,,,MLT,28-04-2020,5,,,,,,,
Malta,,,,MLT,29-04-2020,4,,,,,,,
Malta,,,,MLT,30-04-2020,4,,,,,,,
Malta,,,,MLT,01-05-2020,1,,,,,,,
Malta,,,,MLT,02-05-2020,2,,,,,,,
Malta,,,,MLT,03-05-2020,2,,,,,,,
Malta,,,,MLT,04-05-2020,2,,,,,,,
Malta,,,,MLT,05-05-2020,2,,,,,,,
Malta,,,,MLT,06-05-2020,2,,,,,,,
Malta,,,,MLT,07-05-2020,2,,,,,,,
Malta,,,,MLT,08-05-2020,2,,,,,,,
Malta,,,,MLT,11-05-2020,1,,,,,,,
Malta,,,,MLT,13-05-2020,0,,,,,,,
Malta,,,,MLT,14-05-2020,1,,,,,,,
Malta,,,,MLT,15-05-2020,1,,,,,,,
Malta,,,,MLT,18-05-2020,1,,,,,,,
Malta,,,,MLT,22-05-2020,6,,,,,,,
Malta,,,,MLT,23-05-2020,5,,,,,,,
Malta,,,,MLT,24-05-2020,4,,,,,,,
Malta,,,,MLT,25-05-2020,4,,,,,,,
Malta,,,,MLT,26-05-2020,5,,,,,,,
Malta,,,,MLT,27-05-2020,6,,,,,,,
Malta,,,,MLT,28-05-2020,6,,,,,,,
Malta,,,,MLT,29-05-2020,6,,,,,,,
Malta,,,,MLT,30-05-2020,4,,,,,,,
Malta,,,,MLT,31-05-2020,3,,,,,,,
Malta,,,,MLT,01-06-2020,3,,,,,,,
Malta,,,,MLT,02-06-2020,2,,,,,,,
Malta,,,,MLT,03-06-2020,4,,,,,,,
Malta,,,,MLT,04-06-2020,3,,,,,,,
Malta,,,,MLT,05-06-2020,2,,,,,,,
Malta,,,,MLT,06-06-2020,3,,,,,,,
Malta,,,,MLT,07-06-2020,5,,,,,,,
Malta,,,,MLT,08-06-2020,3,,,,,,,
Malta,,,,MLT,09-06-2020,2,,,,,,,
Malta,,,,MLT,10-06-2020,4,,,,,,,
Malta,,,,MLT,11-06-2020,3,,,,,,,
Malta,,,,MLT,12-06-2020,2,,,,,,,
Malta,,,,MLT,13-06-2020,1,,,,,,,
Malta,,,,MLT,14-06-2020,1,,,,,,,
Malta,,,,MLT,15-06-2020,2,,,,,,,
Malta,,,,MLT,16-06-2020,0,,,,,,,
Malta,,,,MLT,17-06-2020,1,,,,,,,
Malta,,,,MLT,18-06-2020,0,,,,,,,
Malta,,,,MLT,19-06-2020,1,,,,,,,
Malta,,,,MLT,20-06-2020,1,,,,,,,
Malta,,,,MLT,21-06-2020,1,,,,,,,
Malta,,,,MLT,22-06-2020,1,,,,,,,
Malta,,,,MLT,23-06-2020,1,,,,,,,
Malta,,,,MLT,24-06-2020,1,,,,,,,
Malta,,,,MLT,25-06-2020,1,,,,,,,
Malta,,,,MLT,26-06-2020,1,,,,,,,
Malta,,,,MLT,27-06-2020,0,,,,,,,
Malta,,,,MLT,28-06-2020,0,,,,,,,
Malta,,,,MLT,29-06-2020,0,,,,,,,
Malta,,,,MLT,30-06-2020,0,,,,,,,
Malta,,,,MLT,01-07-2020,0,,,,,,,
Malta,,,,MLT,02-07-2020,0,,,,,,,
Malta,,,,MLT,03-07-2020,0,,,,,,,
Malta,,,,MLT,04-07-2020,0,,,,,,,
Malta,,,,MLT,05-07-2020,0,,,,,,,
Malta,,,,MLT,06-07-2020,0,,,,,,,
Malta,,,,MLT,07-07-2020,0,,,,,,,
Malta,,,,MLT,08-07-2020,0,,,,,,,
Malta,,,,MLT,09-07-2020,0,,,,,,,
Malta,,,,MLT,10-07-2020,0,,,,,,,
Malta,,,,MLT,11-07-2020,0,,,,,,,
Malta,,,,MLT,12-07-2020,0,,,,,,,
Malta,,,,MLT,13-07-2020,0,,,,,,,
Malta,,,,MLT,14-07-2020,0,,,,,,,
Malta,,,,MLT,15-07-2020,0,,,,,,,
Malta,,,,MLT,16-07-2020,0,,,,,,,
Malta,,,,MLT,17-07-2020,0,,,,,,,
Malta,,,,MLT,18-07-2020,0,,,,,,,
Malta,,,,MLT,19-07-2020,0,,,,,,,
Malta,,,,MLT,20-07-2020,0,,,,,,,
Malta,,,,MLT,21-07-2020,0,,,,,,,
Malta,,,,MLT,22-07-2020,0,,,,,,,
Malta,,,,MLT,23-07-2020,0,,,,,,,
Malta,,,,MLT,24-07-2020,0,,,,,,,
Malta,,,,MLT,25-07-2020,0,,,,,,,
Malta,,,,MLT,26-07-2020,0,,,,,,,
Malta,,,,MLT,27-07-2020,0,,,,,,,
Malta,,,,MLT,28-07-2020,1,,,,,,,
Malta,,,,MLT,29-07-2020,1,,,,,,,
Malta,,,,MLT,30-07-2020,1,,,,,,,
Malta,,,,MLT,31-07-2020,1,,,,,,,
Malta,,,,MLT,01-08-2020,2,,,,,,,
Malta,,,,MLT,02-08-2020,2,,,,,,,
Malta,,,,MLT,03-08-2020,3,,,,,,,
Malta,,,,MLT,04-08-2020,3,,,,,,,
Malta,,,,MLT,05-08-2020,1,,,,,,,
Malta,,,,MLT,06-08-2020,6,,,,,,,
Malta,,,,MLT,07-08-2020,4,,,,,,,
Malta,,,,MLT,08-08-2020,6,,,,,,,
Malta,,,,MLT,09-08-2020,4,,,,,,,
Malta,,,,MLT,10-08-2020,4,,,,,,,
Malta,,,,MLT,11-08-2020,4,,,,,,,
Malta,,,,MLT,12-08-2020,7,,,,,,,
Malta,,,,MLT,13-08-2020,10,,,,,,,
Malta,,,,MLT,14-08-2020,7,,,,,,,
Malta,,,,MLT,15-08-2020,9,,,,,,,
Malta,,,,MLT,16-08-2020,9,,,,,,,
Malta,,,,MLT,17-08-2020,16,,,,,,,
Malta,,,,MLT,18-08-2020,12,,,,,,,
Malta,,,,MLT,19-08-2020,13,,,,,,,
Malta,,,,MLT,20-08-2020,10,,,,,,,
Malta,,,,MLT,21-08-2020,9,,,,,,,
Malta,,,,MLT,22-08-2020,11,,,,,,,
Malta,,,,MLT,23-08-2020,8,,,,,,,
Malta,,,,MLT,24-08-2020,11,,,,,,,
Malta,,,,MLT,25-08-2020,9,,,,,,,
Malta,,,,MLT,26-08-2020,11,,,,,,,
Malta,,,,MLT,27-08-2020,10,,,,,,,
Malta,,,,MLT,28-08-2020,8,,,,,,,
Malta,,,,MLT,29-08-2020,9,,,,,,,
Malta,,,,MLT,30-08-2020,9,,,,,,,
Malta,,,,MLT,31-08-2020,7,,,,,,,
Malta,,,,MLT,01-09-2020,9,,,,,,,
Malta,,,,MLT,02-09-2020,8,,,,,,,
Malta,,,,MLT,03-09-2020,8,,,,,,,
Malta,,,,MLT,04-09-2020,9,,,,,,,
Malta,,,,MLT,05-09-2020,7,,,,,,,
Malta,,,,MLT,06-09-2020,9,,,,,,,
Malta,,,,MLT,07-09-2020,12,,,,,,,
Malta,,,,MLT,08-09-2020,12,,,,,,,
Malta,,,,MLT,09-09-2020,13,,,,,,,
Malta,,,,MLT,10-09-2020,15,,,,,,,
Malta,,,,MLT,11-09-2020,12,,,,,,,
Malta,,,,MLT,12-09-2020,12,,,,,,,
Malta,,,,MLT,13-09-2020,14,,,,,,,
Malta,,,,MLT,14-09-2020,16,,,,,,,
Malta,,,,MLT,15-09-2020,14,,,,,,,
Malta,,,,MLT,16-09-2020,21,,,,,,,
Malta,,,,MLT,17-09-2020,20,,,,,,,
Malta,,,,MLT,18-09-2020,20,,,,,,,
Malta,,,,MLT,19-09-2020,19,,,,,,,
Malta,,,,MLT,20-09-2020,19,,,,,,,
Malta,,,,MLT,21-09-2020,19,,,,,,,
Malta,,,,MLT,22-09-2020,20,,,,,,,
Malta,,,,MLT,23-09-2020,25,,,,,,,
Malta,,,,MLT,24-09-2020,24,,,,,,,
Malta,,,,MLT,25-09-2020,19,,,,,,,
Malta,,,,MLT,26-09-2020,18,,,,,,,
Malta,,,,MLT,27-09-2020,17,,,,,,,
Malta,,,,MLT,28-09-2020,20,,,,,,,
Malta,,,,MLT,29-09-2020,24,,,,,,,
Malta,,,,MLT,30-09-2020,22,,,,,,,
Malta,,,,MLT,01-10-2020,21,,,,,,,
Malta,,,,MLT,02-10-2020,22,,,,,,,
Malta,,,,MLT,03-10-2020,25,,,,,,,
Malta,,,,MLT,04-10-2020,22,,,,,,,
Malta,,,,MLT,05-10-2020,29,,,,,,,
Malta,,,,MLT,06-10-2020,26,,,,,,,
Malta,,,,MLT,07-10-2020,23,,,,,,,
Malta,,,,MLT,08-10-2020,24,,,,,,,
Malta,,,,MLT,09-10-2020,25,,,,,,,
Malta,,,,MLT,10-10-2020,27,,,,,,,
Malta,,,,MLT,11-10-2020,22,,,,,,,
Malta,,,,MLT,12-10-2020,28,,,,,,,
Malta,,,,MLT,13-10-2020,21,,,,,,,
Malta,,,,MLT,14-10-2020,25,,,,,,,
Malta,,,,MLT,15-10-2020,27,,,,,,,
Malta,,,,MLT,16-10-2020,31,,,,,,,
Malta,,,,MLT,17-10-2020,35,,,,,,,
Malta,,,,MLT,18-10-2020,38,,,,,,,
Malta,,,,MLT,19-10-2020,40,,,,,,,
Malta,,,,MLT,20-10-2020,44,,,,,,,
Malta,,,,MLT,21-10-2020,43,,,,,,,
Malta,,,,MLT,22-10-2020,41,,,,,,,
Malta,,,,MLT,23-10-2020,39,,,,,,,
Malta,,,,MLT,24-10-2020,43,,,,,,,
Malta,,,,MLT,25-10-2020,47,,,,,,,
Malta,,,,MLT,26-10-2020,48,,,,,,,
Malta,,,,MLT,27-10-2020,46,,,,,,,
Malta,,,,MLT,28-10-2020,44,,,,,,,
Malta,,,,MLT,29-10-2020,46,,,,,,,
Malta,,,,MLT,30-10-2020,45,,,,,,,
Malta,,,,MLT,31-10-2020,53,,,,,,,
Malta,,,,MLT,01-11-2020,44,,,,,,,
Malta,,,,MLT,02-11-2020,62,,,,,,,
Malta,,,,MLT,03-11-2020,62,,,,,,,
Malta,,,,MLT,04-11-2020,63,,,,,,,
Malta,,,,MLT,05-11-2020,60,,,,,,,
Malta,,,,MLT,06-11-2020,57,,,,,,,
Malta,,,,MLT,07-11-2020,63,,,,,,,
Malta,,,,MLT,08-11-2020,65,,,,,,,
Malta,,,,MLT,09-11-2020,64,,,,,,,
Malta,,,,MLT,10-11-2020,58,,,,,,,
Malta,,,,MLT,11-11-2020,64,,,,,,,
Malta,,,,MLT,12-11-2020,60,,,,,,,
Malta,,,,MLT,13-11-2020,59,,,,,,,
Malta,,,,MLT,14-11-2020,61,,,,,,,
Malta,,,,MLT,15-11-2020,63,,,,,,,
Malta,,,,MLT,16-11-2020,71,,,,,,,
Malta,,,,MLT,17-11-2020,80,,,,,,,
Malta,,,,MLT,18-11-2020,67,,,,,,,
Malta,,,,MLT,19-11-2020,70,,,,,,,
Malta,,,,MLT,20-11-2020,68,,,,,,,
Malta,,,,MLT,21-11-2020,69,,,,,,,
Malta,,,,MLT,22-11-2020,76,,,,,,,
Malta,,,,MLT,23-11-2020,82,,,,,,,
Malta,,,,MLT,24-11-2020,78,,,,,,,
Malta,,,,MLT,25-11-2020,66,,,,,,,
Malta,,,,MLT,26-11-2020,66,,,,,,,
Malta,,,,MLT,27-11-2020,68,,,,,,,
Malta,,,,MLT,28-11-2020,76,,,,,,,
Malta,,,,MLT,29-11-2020,77,,,,,,,
Malta,,,,MLT,30-11-2020,80,,,,,,,
Malta,,,,MLT,01-12-2020,76,,,,,,,
Malta,,,,MLT,02-12-2020,68,,,,,,,
Malta,,,,MLT,03-12-2020,72,,,,,,,
Malta,,,,MLT,04-12-2020,73,,,,,,,
Malta,,,,MLT,05-12-2020,70,,,,,,,
Malta,,,,MLT,06-12-2020,76,,,,,,,
Malta,,,,MLT,07-12-2020,75,,,,,,,
Malta,,,,MLT,08-12-2020,64,,,,,,,
Malta,,,,MLT,09-12-2020,67,,,,,,,
Malta,,,,MLT,10-12-2020,61,,,,,,,
Malta,,,,MLT,11-12-2020,60,,,,,,,
Malta,,,,MLT,12-12-2020,69,,,,,,,
Malta,,,,MLT,13-12-2020,65,,,,,,,
Malta,,,,MLT,14-12-2020,65,,,,,,,
Malta,,,,MLT,15-12-2020,65,,,,,,,
Malta,,,,MLT,16-12-2020,59,,,,,,,
Malta,,,,MLT,17-12-2020,61,,,,,,,
Malta,,,,MLT,18-12-2020,68,,,,,,,
Malta,,,,MLT,19-12-2020,69,,,,,,,
Malta,,,,MLT,20-12-2020,63,,,,,,,
Malta,,,,MLT,21-12-2020,66,,,,,,,
Malta,,,,MLT,22-12-2020,56,,,,,,,
Malta,,,,MLT,23-12-2020,54,,,,,,,
Malta,,,,MLT,24-12-2020,57,,,,,,,
Malta,,,,MLT,25-12-2020,49,,,,,,,
Malta,,,,MLT,26-12-2020,55,,,,,,,
Malta,,,,MLT,27-12-2020,57,,,,,,,
Malta,,,,MLT,28-12-2020,59,,,,,,,
Malta,,,,MLT,29-12-2020,63,,,,,,,
Malta,,,,MLT,30-12-2020,63,,,,,,,
Malta,,,,MLT,31-12-2020,66,,,,,,,
Malta,,,,MLT,01-01-2021,67,,,,,,,
Malta,,,,MLT,02-01-2021,70,,,,,,,
Malta,,,,MLT,03-01-2021,66,,,,,,,
Malta,,,,MLT,04-01-2021,68,,,,,,,
Malta,,,,MLT,05-01-2021,69,,,,,,,
Malta,,,,MLT,06-01-2021,63,,,,,,,
Malta,,,,MLT,07-01-2021,54,,,,,,,
Malta,,,,MLT,08-01-2021,55,,,,,,,
Malta,,,,MLT,09-01-2021,63,,,,,,,
Malta,,,,MLT,10-01-2021,66,,,,,,,
Malta,,,,MLT,11-01-2021,66,,,,,,,
Malta,,,,MLT,12-01-2021,69,,,,,,,
Malta,,,,MLT,13-01-2021,69,,,,,,,
Malta,,,,MLT,14-01-2021,66,,,,,,,
Malta,,,,MLT,15-01-2021,58,,,,,,,
Malta,,,,MLT,16-01-2021,64,,,,,,,
Malta,,,,MLT,17-01-2021,64,,,,,,,
Malta,,,,MLT,18-01-2021,68,,,,,,,
Malta,,,,MLT,19-01-2021,65,,,,,,,
Malta,,,,MLT,20-01-2021,63,,,,,,,
Malta,,,,MLT,21-01-2021,58,,,,,,,
Malta,,,,MLT,22-01-2021,61,,,,,,,
Malta,,,,MLT,23-01-2021,61,,,,,,,
Malta,,,,MLT,24-01-2021,61,,,,,,,
Malta,,,,MLT,25-01-2021,68,,,,,,,
Malta,,,,MLT,26-01-2021,65,,,,,,,
Malta,,,,MLT,27-01-2021,71,,,,,,,
Malta,,,,MLT,28-01-2021,65,,,,,,,
Malta,,,,MLT,29-01-2021,66,,,,,,,
Malta,,,,MLT,30-01-2021,66,,,,,,,
Malta,,,,MLT,31-01-2021,63,,,,,,,
Malta,,,,MLT,01-02-2021,66,,,,,,,
Malta,,,,MLT,02-02-2021,67,,,,,,,
Malta,,,,MLT,03-02-2021,74,,,,,,,
Malta,,,,MLT,04-02-2021,70,,,,,,,
Malta,,,,MLT,05-02-2021,72,,,,,,,
Malta,,,,MLT,06-02-2021,71,,,,,,,
Malta,,,,MLT,07-02-2021,73,,,,,,,
Malta,,,,MLT,08-02-2021,74,,,,,,,
Malta,,,,MLT,09-02-2021,70,,,,,,,
Malta,,,,MLT,10-02-2021,67,,,,,,,
Malta,,,,MLT,11-02-2021,71,,,,,,,
Malta,,,,MLT,12-02-2021,75,,,,,,,
Malta,,,,MLT,13-02-2021,65,,,,,,,
Malta,,,,MLT,14-02-2021,70,,,,,,,
Malta,,,,MLT,15-02-2021,69,,,,,,,
Malta,,,,MLT,16-02-2021,68,,,,,,,
Malta,,,,MLT,17-02-2021,74,,,,,,,
Malta,,,,MLT,18-02-2021,71,,,,,,,
Malta,,,,MLT,19-02-2021,80,,,,,,,
Malta,,,,MLT,20-02-2021,78,,,,,,,
Malta,,,,MLT,21-02-2021,73,,,,,,,
Malta,,,,MLT,22-02-2021,74,,,,,,,
Malta,,,,MLT,23-02-2021,82,,,,,,,
Malta,,,,MLT,24-02-2021,78,,,,,,,
Malta,,,,MLT,25-02-2021,76,,,,,,,
Malta,,,,MLT,26-02-2021,74,,,,,,,
Malta,,,,MLT,27-02-2021,76,,,,,,,
Malta,,,,MLT,28-02-2021,80,,,,,,,
Malta,,,,MLT,01-03-2021,91,,,,,,,
Malta,,,,MLT,02-03-2021,91,,,,,,,
Malta,,,,MLT,03-03-2021,88,,,,,,,
Malta,,,,MLT,04-03-2021,99,,,,,,,
Malta,,,,MLT,05-03-2021,96,,,,,,,
Malta,,,,MLT,06-03-2021,93,,,,,,,
Malta,,,,MLT,07-03-2021,94,,,,,,,
Malta,,,,MLT,08-03-2021,103,,,,,,,
Malta,,,,MLT,09-03-2021,105,,,,,,,
Malta,,,,MLT,10-03-2021,121,,,,,,,
Malta,,,,MLT,11-03-2021,140,,,,,,,
Malta,,,,MLT,12-03-2021,139,,,,,,,
Malta,,,,MLT,13-03-2021,137,,,,,,,
Malta,,,,MLT,14-03-2021,127,,,,,,,
Malta,,,,MLT,15-03-2021,131,,,,,,,
Malta,,,,MLT,16-03-2021,131,,,,,,,
Malta,,,,MLT,17-03-2021,130,,,,,,,
Malta,,,,MLT,18-03-2021,129,,,,,,,
Malta,,,,MLT,19-03-2021,123,,,,,,,
Malta,,,,MLT,20-03-2021,134,,,,,,,
Malta,,,,MLT,21-03-2021,120,,,,,,,
Malta,,,,MLT,22-03-2021,120,,,,,,,
Malta,,,,MLT,23-03-2021,112,,,,,,,
Malta,,,,MLT,24-03-2021,106,,,,,,,
Malta,,,,MLT,25-03-2021,97,,,,,,,
Malta,,,,MLT,26-03-2021,90,,,,,,,
Malta,,,,MLT,27-03-2021,91,,,,,,,
Malta,,,,MLT,28-03-2021,83,,,,,,,
Malta,,,,MLT,29-03-2021,87,,,,,,,
Malta,,,,MLT,30-03-2021,79,,,,,,,
Malta,,,,MLT,31-03-2021,68,,,,,,,
Malta,,,,MLT,01-04-2021,68,,,,,,,
Malta,,,,MLT,02-04-2021,61,,,,,,,
Malta,,,,MLT,03-04-2021,58,,,,,,,
Malta,,,,MLT,04-04-2021,49,,,,,,,
Malta,,,,MLT,05-04-2021,54,,,,,,,
Malta,,,,MLT,06-04-2021,49,,,,,,,
Malta,,,,MLT,07-04-2021,51,,,,,,,
Malta,,,,MLT,08-04-2021,46,,,,,,,
Malta,,,,MLT,09-04-2021,45,,,,,,,
Malta,,,,MLT,10-04-2021,42,,,,,,,
Malta,,,,MLT,11-04-2021,39,,,,,,,
Malta,,,,MLT,12-04-2021,41,,,,,,,
Malta,,,,MLT,13-04-2021,36,,,,,,,
Malta,,,,MLT,14-04-2021,33,,,,,,,
Malta,,,,MLT,15-04-2021,39,,,,,,,
Malta,,,,MLT,16-04-2021,38,,,,,,,
Malta,,,,MLT,17-04-2021,33,,,,,,,
Malta,,,,MLT,18-04-2021,45,,,,,,,
Malta,,,,MLT,19-04-2021,45,,,,,,,
Malta,,,,MLT,20-04-2021,47,,,,,,,
Malta,,,,MLT,21-04-2021,40,,,,,,,
Malta,,,,MLT,22-04-2021,39,,,,,,,
Malta,,,,MLT,23-04-2021,40,,,,,,,
Malta,,,,MLT,24-04-2021,37,,,,,,,
Malta,,,,MLT,25-04-2021,35,,,,,,,
Malta,,,,MLT,26-04-2021,39,,,,,,,
Malta,,,,MLT,27-04-2021,43,,,,,,,
Malta,,,,MLT,28-04-2021,39,,,,,,,
Malta,,,,MLT,29-04-2021,37,,,,,,,
Malta,,,,MLT,30-04-2021,36,,,,,,,
Malta,,,,MLT,01-05-2021,29,,,,,,,
Malta,,,,MLT,02-05-2021,22,,,,,,,
Malta,,,,MLT,03-05-2021,36,,,,,,,
Malta,,,,MLT,04-05-2021,30,,,,,,,
Malta,,,,MLT,05-05-2021,31,,,,,,,
Malta,,,,MLT,06-05-2021,23,,,,,,,
Malta,,,,MLT,07-05-2021,20,,,,,,,
Malta,,,,MLT,08-05-2021,22,,,,,,,
Malta,,,,MLT,09-05-2021,22,,,,,,,
Malta,,,,MLT,10-05-2021,21,,,,,,,
Malta,,,,MLT,11-05-2021,21,,,,,,,
Malta,,,,MLT,12-05-2021,18,,,,,,,
Malta,,,,MLT,13-05-2021,17,,,,,,,
Malta,,,,MLT,14-05-2021,17,,,,,,,
Malta,,,,MLT,15-05-2021,17,,,,,,,
Malta,,,,MLT,16-05-2021,16,,,,,,,
Malta,,,,MLT,17-05-2021,15,,,,,,,
Malta,,,,MLT,18-05-2021,9,,,,,,,
Malta,,,,MLT,19-05-2021,9,,,,,,,
Malta,,,,MLT,20-05-2021,10,,,,,,,
Malta,,,,MLT,21-05-2021,8,,,,,,,
Malta,,,,MLT,22-05-2021,9,,,,,,,
Malta,,,,MLT,23-05-2021,6,,,,,,,
Malta,,,,MLT,24-05-2021,6,,,,,,,
Malta,,,,MLT,25-05-2021,5,,,,,,,
Malta,,,,MLT,26-05-2021,2,,,,,,,
Malta,,,,MLT,27-05-2021,3,,,,,,,
Malta,,,,MLT,28-05-2021,3,,,,,,,
Malta,,,,MLT,29-05-2021,3,,,,,,,
Malta,,,,MLT,30-05-2021,4,,,,,,,
Malta,,,,MLT,31-05-2021,3,,,,,,,
Malta,,,,MLT,01-06-2021,4,,,,,,,
Malta,,,,MLT,02-06-2021,4,,,,,,,
Malta,,,,MLT,03-06-2021,3,,,,,,,
Malta,,,,MLT,04-06-2021,2,,,,,,,
Malta,,,,MLT,05-06-2021,2,,,,,,,
Malta,,,,MLT,06-06-2021,3,,,,,,,
Malta,,,,MLT,07-06-2021,3,,,,,,,
Malta,,,,MLT,08-06-2021,3,,,,,,,
Malta,,,,MLT,09-06-2021,3,,,,,,,
Malta,,,,MLT,10-06-2021,2,,,,,,,
Malta,,,,MLT,11-06-2021,2,,,,,,,
Malta,,,,MLT,12-06-2021,2,,,,,,,
Malta,,,,MLT,13-06-2021,2,,,,,,,
Malta,,,,MLT,14-06-2021,2,,,,,,,
Malta,,,,MLT,15-06-2021,1,,,,,,,
Malta,,,,MLT,16-06-2021,1,,,,,,,
Malta,,,,MLT,17-06-2021,0,,,,,,,
Malta,,,,MLT,18-06-2021,1,,,,,,,
Malta,,,,MLT,19-06-2021,1,,,,,,,
Malta,,,,MLT,20-06-2021,1,,,,,,,
Malta,,,,MLT,21-06-2021,1,,,,,,,
Malta,,,,MLT,22-06-2021,1,,,,,,,
Malta,,,,MLT,23-06-2021,1,,,,,,,
Malta,,,,MLT,24-06-2021,2,,,,,,,
Malta,,,,MLT,25-06-2021,2,,,,,,,
Malta,,,,MLT,26-06-2021,2,,,,,,,
Malta,,,,MLT,27-06-2021,2,,,,,,,
Malta,,,,MLT,28-06-2021,3,,,,,,,
Malta,,,,MLT,29-06-2021,3,,,,,,,
Malta,,,,MLT,30-06-2021,3,,,,,,,
Malta,,,,MLT,01-07-2021,2,,,,,,,
Malta,,,,MLT,02-07-2021,1,,,,,,,
Malta,,,,MLT,03-07-2021,1,,,,,,,
Malta,,,,MLT,04-07-2021,3,,,,,,,
Malta,,,,MLT,05-07-2021,2,,,,,,,
Malta,,,,MLT,06-07-2021,2,,,,,,,
Malta,,,,MLT,07-07-2021,3,,,,,,,
Malta,,,,MLT,08-07-2021,3,,,,,,,
Malta,,,,MLT,09-07-2021,3,,,,,,,
Malta,,,,MLT,10-07-2021,5,,,,,,,
Malta,,,,MLT,11-07-2021,5,,,,,,,
Malta,,,,MLT,12-07-2021,8,,,,,,,
Malta,,,,MLT,13-07-2021,7,,,,,,,
Malta,,,,MLT,14-07-2021,10,,,,,,,
Malta,,,,MLT,15-07-2021,16,,,,,,,
Malta,,,,MLT,16-07-2021,14,,,,,,,
Malta,,,,MLT,17-07-2021,17,,,,,,,
Malta,,,,MLT,18-07-2021,18,,,,,,,
Malta,,,,MLT,19-07-2021,18,,,,,,,
Malta,,,,MLT,20-07-2021,18,,,,,,,
Malta,,,,MLT,21-07-2021,20,,,,,,,
Malta,,,,MLT,22-07-2021,17,,,,,,,
Malta,,,,MLT,23-07-2021,19,,,,,,,
Malta,,,,MLT,24-07-2021,19,,,,,,,
Malta,,,,MLT,25-07-2021,34,,,,,,,
Malta,,,,MLT,26-07-2021,39,,,,,,,
Malta,,,,MLT,27-07-2021,37,,,,,,,
Malta,,,,MLT,28-07-2021,36,,,,,,,
Malta,,,,MLT,29-07-2021,32,,,,,,,
Malta,,,,MLT,30-07-2021,36,,,,,,,
Malta,,,,MLT,31-07-2021,30,,,,,,,
Malta,,,,MLT,01-08-2021,32,,,,,,,
Malta,,,,MLT,02-08-2021,37,,,,,,,
Malta,,,,MLT,03-08-2021,31,,,,,,,
Malta,,,,MLT,04-08-2021,30,,,,,,,
Malta,,,,MLT,05-08-2021,35,,,,,,,
Malta,,,,MLT,06-08-2021,36,,,,,,,
Malta,,,,MLT,07-08-2021,33,,,,,,,
Malta,,,,MLT,08-08-2021,32,,,,,,,
Malta,,,,MLT,09-08-2021,38,,,,,,,
Malta,,,,MLT,10-08-2021,42,,,,,,,
Malta,,,,MLT,11-08-2021,40,,,,,,,
Malta,,,,MLT,12-08-2021,42,,,,,,,
Malta,,,,MLT,13-08-2021,36,,,,,,,
Malta,,,,MLT,14-08-2021,38,,,,,,,
Malta,,,,MLT,15-08-2021,38,,,,,,,
Malta,,,,MLT,16-08-2021,43,,,,,,,
Malta,,,,MLT,17-08-2021,41,,,,,,,
Malta,,,,MLT,18-08-2021,37,,,,,,,
Malta,,,,MLT,19-08-2021,32,,,,,,,
Malta,,,,MLT,20-08-2021,36,,,,,,,
Malta,,,,MLT,21-08-2021,36,,,,,,,
Malta,,,,MLT,22-08-2021,41,,,,,,,
Malta,,,,MLT,23-08-2021,39,,,,,,,
Malta,,,,MLT,24-08-2021,37,,,,,,,
Malta,,,,MLT,25-08-2021,36,,,,,,,
Malta,,,,MLT,26-08-2021,33,,,,,,,
Malta,,,,MLT,27-08-2021,29,,,,,,,
Malta,,,,MLT,28-08-2021,32,,,,,,,
Malta,,,,MLT,29-08-2021,27,,,,,,,
Malta,,,,MLT,30-08-2021,31,,,,,,,
Malta,,,,MLT,31-08-2021,31,,,,,,,
